age,income,family_size,employed,education,marital_status,race,hicoverage
60,162504,1,1,40,1,1,1
48,70000,1,1,39,1,1,1
19,0,1,7,40,7,1,1
17,0,1,7,36,7,1,1
12,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
7,0,1,0,0,7,1,1
37,48005,0,1,43,7,2,1
37,70520,0,1,39,7,1,1
68,176680,0,1,46,7,1,1
68,15510,0,5,39,4,1,1
69,45602,0,1,39,5,1,2
24,66010,0,1,40,7,2,2
78,124589,0,5,43,4,1,1
85,34002,0,5,39,4,2,1
85,40800,1,5,39,4,2,1
76,24744,1,7,39,5,2,1
39,67680,1,1,40,1,1,1
50,113370,1,1,43,1,1,1
22,80020,1,1,39,7,1,1
72,36005,0,1,39,4,2,1
38,20001,1,1,40,1,2,1
39,60010,1,1,39,1,2,1
17,10000,1,1,37,7,2,1
14,0,1,0,0,7,2,1
58,150000,1,1,43,5,1,2
38,0,1,6,40,7,1,1
47,34000,0,1,39,7,2,1
44,93001,0,1,43,5,1,1
80,56932,0,5,43,4,1,1
21,34001,1,2,40,7,1,1
0,0,1,0,0,7,1,1
30,75000,1,1,44,2,1,1
31,56000,1,0,43,1,1,1
59,52014,0,1,39,5,1,1
28,72196,0,2,43,7,1,1
75,30600,0,5,39,5,1,1
74,14879,0,5,41,4,1,1
28,0,1,7,34,5,1,1
2,0,1,0,0,7,1,1
75,16379,1,5,34,5,1,1
26,30000,0,1,37,7,1,1
64,79400,0,1,41,5,1,1
74,77695,1,5,40,1,1,1
65,128350,1,1,40,1,1,1
21,30002,0,1,39,7,1,1
58,30000,0,1,38,5,1,1
72,43164,0,1,39,5,2,1
73,41087,0,5,39,5,4,1
69,74681,1,5,46,1,4,1
63,16401,1,5,40,1,4,1
69,121576,0,1,43,5,1,1
52,835481,1,1,43,1,4,1
50,0,1,7,43,1,4,1
17,100,1,7,37,7,4,1
16,0,1,7,35,7,4,1
13,0,1,0,0,7,4,1
54,404207,1,1,43,1,1,1
53,100005,1,1,40,1,1,1
21,1,1,7,40,7,1,1
58,50302,1,1,44,1,1,1
58,122443,1,1,43,1,1,1
15,76,1,7,35,7,1,1
13,0,1,0,0,7,1,1
53,35400,1,1,40,1,2,1
53,85001,1,1,43,1,2,1
66,27700,0,5,40,5,1,1
68,49207,1,5,39,1,1,1
70,87181,1,1,39,1,1,1
32,62008,1,1,43,1,1,1
30,50001,1,1,43,1,1,1
2,0,1,0,0,7,1,1
60,52490,1,5,44,1,1,1
65,76597,1,1,43,1,1,1
42,27000,1,1,43,1,1,1
48,277014,1,1,43,1,1,1
14,0,1,0,0,7,1,1
12,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
7,0,1,0,0,7,1,1
79,68376,1,5,40,5,1,1
37,37502,0,1,43,7,1,1
51,84350,0,1,43,5,1,1
30,50720,1,1,43,1,1,1
32,0,1,7,39,1,1,1
25,100004,1,1,43,7,2,1
20,6000,1,1,41,7,2,1
30,90000,0,1,39,7,6,1
35,95100,0,1,43,7,1,1
36,87794,1,1,43,7,2,1
14,0,1,0,0,7,2,1
13,0,1,0,0,7,2,1
12,0,1,0,0,7,2,1
33,47001,0,1,39,5,2,1
45,16296,1,1,39,1,1,1
48,77000,1,1,37,1,1,1
12,0,1,0,0,7,1,1
42,30000,1,1,40,1,1,1
53,150000,1,1,39,1,2,1
37,125518,1,1,43,1,1,1
39,90881,1,1,40,1,1,1
36,15000,1,1,39,1,1,1
34,45200,1,1,39,1,1,1
2,0,1,0,0,7,1,1
42,30300,1,1,42,1,1,1
48,124000,1,7,43,1,1,1
11,0,1,0,0,7,1,1
7,0,1,0,0,7,1,1
20,28000,0,1,39,7,2,1
24,37000,1,1,43,1,2,1
24,100000,1,1,39,1,1,1
28,80003,1,1,37,1,1,1
29,116200,1,1,34,1,1,1
26,35000,1,1,37,7,1,1
26,30000,1,1,34,7,1,1
55,55000,1,1,42,1,1,1
55,33100,1,1,42,1,1,1
17,0,1,7,36,7,1,1
52,91160,0,1,43,5,2,1
48,15000,1,2,38,7,2,1
17,0,1,7,37,7,2,1
13,0,1,0,0,7,2,1
9,0,1,0,0,7,2,1
42,75711,1,1,43,1,1,1
47,190011,1,1,43,1,1,1
31,45620,1,1,39,1,1,1
29,12101,1,1,39,1,1,1
36,58600,1,1,43,1,1,1
34,100152,1,1,43,1,1,1
0,0,1,0,0,7,1,1
60,238374,1,1,44,3,4,1
30,27000,1,1,43,6,4,1
63,61500,0,1,44,5,1,1
42,30000,0,1,43,7,1,1
34,2500,1,1,42,7,2,1
12,0,1,0,0,7,2,1
2,0,1,0,0,7,3,1
33,26000,1,1,39,7,2,1
1,0,1,0,0,7,2,1
48,68350,0,1,40,3,2,1
62,138110,1,5,40,1,1,1
62,124610,1,1,40,1,1,1
38,2280,1,5,41,4,1,1
18,10512,1,6,39,7,1,1
62,140280,0,1,43,5,1,1
33,114121,0,1,43,7,1,1
50,70000,0,1,44,5,1,1
56,24000,1,1,43,4,1,1
16,9600,1,7,36,7,1,1
37,32000,1,1,40,5,2,1
15,0,1,7,36,7,2,1
7,0,1,0,0,7,2,1
4,0,1,0,0,7,2,1
32,47150,1,1,39,5,2,1
12,0,1,0,0,7,2,1
60,25000,1,1,39,1,1,1
56,23000,1,1,44,1,2,1
70,34800,1,5,39,5,1,1
41,40000,0,1,32,7,1,1
26,29600,1,1,40,1,1,1
25,25000,1,1,43,1,1,1
12,0,1,0,0,7,1,1
53,0,1,7,34,7,1,2
31,21000,2,1,40,7,1,1
7,0,2,0,0,7,1,1
64,156597,1,2,46,1,1,1
59,50005,1,2,44,1,4,1
43,34000,0,1,38,3,1,2
61,10000,1,7,38,7,1,2
41,0,1,6,38,7,1,2
16,0,1,7,37,7,1,1
15,0,1,7,35,3,1,1
38,42000,2,1,39,7,1,2
7,0,2,0,0,7,1,1
51,125005,1,1,43,1,1,1
48,89594,1,1,44,1,1,1
26,25000,1,1,40,7,1,1
66,0,1,5,43,7,1,1
44,117540,1,1,42,7,1,1
29,25000,1,1,32,1,1,2
29,17000,1,1,32,1,1,2
8,0,1,0,0,7,1,2
2,0,1,0,0,7,1,1
20,1200,1,7,40,7,1,2
39,62001,2,1,38,1,1,2
37,1,2,7,38,1,1,2
45,82011,1,1,44,4,1,1
13,0,1,0,0,7,1,1
33,29001,0,1,40,7,1,1
36,136000,1,1,43,1,1,1
31,40500,1,1,43,1,1,1
1,0,1,0,0,7,1,1
71,22565,0,5,39,4,2,1
38,50000,1,1,39,7,1,1
16,2,1,7,36,7,1,1
37,65001,1,1,43,5,2,1
12,0,1,0,0,7,2,1
51,30043,0,1,39,5,2,1
35,0,1,4,39,1,2,1
42,92491,1,1,40,1,2,1
68,13188,0,5,35,3,2,1
41,30000,1,1,44,5,1,1
6,0,1,0,0,7,1,1
34,7000,1,1,39,1,2,2
28,0,1,7,43,1,2,2
27,0,1,7,39,7,2,1
8,0,1,0,0,7,2,1
7,0,1,0,0,7,2,1
80,3120,1,5,43,1,2,1
85,16801,1,5,43,1,2,1
50,50000,1,1,43,5,2,1
21,0,1,7,40,7,2,1
50,50000,1,1,43,1,2,1
85,50000,1,1,43,1,2,1
62,36480,1,1,39,1,2,1
67,17600,1,5,39,1,2,1
22,14000,1,4,39,7,2,2
52,75100,1,1,42,1,2,1
48,115310,1,1,39,1,2,1
42,103500,0,1,43,7,2,1
85,30402,1,6,43,4,1,1
70,19392,1,5,43,5,1,1
43,1,2,1,43,5,1,1
15,5,2,7,37,7,1,1
31,44000,1,1,43,1,2,2
32,0,1,7,43,1,2,2
76,31416,0,1,35,5,2,1
51,30000,1,1,40,7,2,1
29,5500,1,1,39,7,2,1
75,0,1,5,43,1,2,1
74,0,1,5,41,1,2,1
61,19000,0,6,40,7,2,1
35,13200,0,6,39,7,2,1
23,42500,0,1,42,7,2,1
35,35461,1,2,39,7,2,1
14,0,1,0,0,7,2,1
10,0,1,0,0,7,2,1
21,0,1,6,39,7,2,1
66,20000,1,1,39,7,2,1
41,35500,1,1,40,5,2,1
20,28800,1,0,39,7,2,1
67,231126,0,5,42,4,2,1
76,152440,0,5,43,4,2,1
58,51000,1,1,39,5,2,1
24,45000,1,1,43,7,2,1
45,28000,0,1,42,5,2,1
56,33000,0,1,40,5,2,1
46,0,1,7,43,7,2,2
15,0,1,7,35,7,2,1
22,90000,0,2,37,7,2,1
30,46800,1,1,40,5,2,1
10,0,1,0,0,7,2,1
8,0,1,0,0,7,2,1
3,0,1,0,0,7,2,1
1,0,1,0,0,7,2,1
25,47000,0,1,40,7,2,1
47,28000,1,1,39,7,2,1
17,0,1,1,37,7,2,1
72,25000,0,1,39,7,2,1
62,29938,0,1,43,5,2,1
69,12179,0,5,40,6,2,1
69,0,1,5,42,5,1,1
13,0,1,0,0,7,1,1
38,0,2,6,37,5,1,1
12,0,2,0,0,7,1,1
40,0,0,6,39,7,1,1
85,122500,0,5,40,4,1,1
50,10800,0,5,40,5,1,1
53,0,1,6,37,5,1,1
50,0,1,1,39,5,1,2
60,10200,0,1,38,5,1,2
37,84343,1,1,44,1,1,1
33,65058,1,1,43,1,1,1
7,0,1,0,0,7,1,1
4,0,1,0,0,7,1,1
78,39362,1,5,39,1,1,1
85,12080,1,5,34,1,1,1
53,224397,1,1,43,1,1,1
52,15028,1,5,39,1,1,1
24,57493,1,1,43,7,1,1
54,126385,1,1,44,1,2,1
49,130101,1,1,46,1,2,1
25,50305,1,1,42,7,2,1
23,5,1,7,42,7,2,1
12,0,1,0,0,7,2,1
34,71440,1,1,43,1,1,1
34,35000,1,1,40,1,1,1
16,0,1,7,36,7,1,1
10,0,1,0,0,7,1,1
72,46595,1,5,44,1,1,1
70,26167,1,5,40,1,4,1
66,3446,1,5,43,1,1,1
59,188600,1,1,43,1,1,1
26,50002,1,1,43,7,1,1
49,102502,1,1,44,1,1,1
46,73602,1,1,44,1,1,1
19,4502,1,7,39,7,1,1
16,2,1,7,35,7,1,1
64,67000,1,1,40,4,1,1
38,28000,1,1,39,7,1,1
9,0,1,0,0,7,1,1
30,28001,0,1,43,7,1,2
45,7,1,5,40,1,1,1
46,145663,1,1,44,1,1,1
16,1,1,7,35,7,1,1
85,13200,0,5,36,4,1,1
78,32256,0,5,42,4,1,1
41,53003,1,1,40,1,1,1
41,80000,1,1,39,1,1,1
10,0,1,0,0,7,1,1
20,19200,2,4,39,1,1,1
21,147700,2,1,40,1,1,1
2,0,2,0,0,7,1,1
0,0,2,0,0,7,1,1
31,28000,1,1,39,1,1,2
28,8100,1,7,39,1,1,1
4,0,1,0,0,7,1,1
1,0,1,0,0,7,1,1
64,102360,1,1,43,1,2,1
46,61047,1,1,39,1,1,1
59,43470,0,1,43,6,2,1
46,1800,0,7,35,7,1,1
32,76030,1,1,43,1,1,1
35,45000,1,1,43,1,1,1
11,0,1,0,0,7,1,1
49,26666,1,7,39,7,1,1
25,1758,1,6,39,7,1,1
21,11040,1,6,39,7,1,1
54,30101,1,1,39,1,2,1
51,41126,1,1,39,1,2,1
67,11,1,5,40,1,2,1
69,12005,1,5,41,1,2,1
42,500,1,1,39,7,2,1
17,0,1,7,36,7,2,1
37,71000,1,1,40,1,3,1
59,61501,1,1,40,1,1,1
14,0,1,0,0,7,1,1
14,0,1,0,0,7,1,1
20,21056,0,1,38,7,1,1
19,30000,0,1,39,7,1,1
47,783000,1,1,43,1,2,1
48,54338,1,1,44,1,2,1
8,0,1,0,0,7,2,1
7,0,1,0,0,7,2,1
7,0,1,0,0,7,2,1
73,40428,0,1,42,3,1,1
32,65100,1,1,43,7,1,1
12,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
75,34400,1,5,40,1,2,1
72,28679,1,5,41,1,2,1
85,25451,1,5,38,4,2,1
49,55001,1,1,43,5,1,1
13,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
8,0,1,0,0,7,1,1
38,65001,1,1,44,7,2,1
7,0,1,0,0,7,2,1
38,80010,0,1,42,5,2,1
34,52203,1,1,44,5,2,1
2,0,1,0,0,7,2,1
39,45000,1,1,39,1,1,2
38,40000,1,1,42,1,1,2
33,200071,0,1,43,7,1,1
26,57600,0,1,43,7,1,1
25,73162,0,1,39,5,1,1
80,42662,0,5,39,4,1,1
73,100576,0,5,43,4,1,1
26,52250,1,1,43,1,1,1
26,116200,1,4,44,1,1,1
25,25001,2,1,43,1,1,1
24,35005,2,1,44,1,1,1
60,11580,1,5,40,1,1,1
58,140301,1,1,40,1,1,1
76,57900,1,5,40,1,1,1
76,56700,1,5,40,1,1,1
61,30301,1,5,39,1,1,1
64,94300,1,1,39,1,1,1
60,5200,0,1,38,5,1,2
72,52394,1,5,40,1,1,1
70,46623,1,5,39,1,1,1
73,25379,0,5,39,4,1,1
69,21504,0,5,39,4,1,1
69,109151,1,5,41,1,1,1
59,48260,1,1,40,1,1,1
65,37379,1,6,39,1,1,1
67,63320,1,1,39,1,1,1
55,500,1,5,39,4,1,2
20,15000,1,7,40,7,1,2
26,58013,1,1,39,1,1,1
25,0,1,7,40,1,1,1
5,0,1,0,0,7,1,1
4,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
37,57112,1,1,44,5,1,1
7,0,1,0,0,7,1,1
61,112060,0,1,40,5,7,1
64,132860,0,1,41,5,1,1
72,23844,1,5,39,4,1,1
51,0,1,6,39,5,1,1
58,133632,0,1,39,3,1,1
73,36431,1,5,42,4,1,1
27,16000,1,1,40,7,1,2
47,130000,1,1,41,1,2,1
40,33280,1,1,42,1,2,1
14,0,1,0,0,7,2,1
11,0,1,0,0,7,2,1
40,48128,1,1,42,7,2,1
10,0,1,0,0,7,2,1
6,0,1,0,0,7,2,1
3,0,1,0,0,7,2,1
30,42000,1,1,39,7,2,1
50,32061,1,1,39,1,1,1
54,80011,1,1,39,1,1,1
80,91940,0,1,40,5,1,1
80,6794,1,5,39,1,1,1
79,10320,1,5,37,1,1,1
77,26725,1,5,41,1,1,1
72,32225,1,5,39,1,1,1
85,21209,0,5,39,4,1,1
19,23000,0,1,40,7,1,1
22,16000,0,1,39,7,2,2
35,9000,1,6,39,7,2,1
3,0,1,0,0,7,2,1
1,0,1,0,0,7,2,1
63,1756,1,5,44,1,1,1
63,48001,1,1,42,1,1,1
53,13211,0,6,39,7,2,1
57,35600,0,1,43,5,2,1
64,74081,0,5,39,4,1,1
63,10475,1,6,39,1,1,1
59,53753,1,1,39,1,1,1
55,26030,0,5,43,7,2,1
85,26215,0,5,39,4,1,1
75,20880,0,6,37,5,2,1
48,100124,0,1,40,5,1,1
31,70055,1,1,39,1,1,1
30,45001,1,1,43,1,1,1
1,0,1,0,0,7,1,1
80,33752,1,5,39,1,1,1
80,10379,1,5,39,1,1,1
69,33125,1,5,39,1,1,1
67,17524,1,5,43,1,1,1
46,1,1,7,39,1,1,1
51,252563,1,1,45,1,1,1
18,13000,1,1,37,7,1,1
54,55000,1,1,43,3,1,1
22,11100,1,6,39,7,1,1
66,15610,1,5,39,1,1,1
58,42657,1,5,39,1,1,1
17,0,1,7,37,7,1,1
47,17900,1,3,40,5,1,2
10,0,1,0,0,7,1,2
45,51018,1,1,41,5,1,1
15,14316,1,7,34,7,1,1
43,51000,0,1,39,5,1,1
48,75200,1,1,44,1,1,1
54,43120,1,1,39,1,1,1
18,6000,1,7,38,7,1,1
85,12540,0,5,39,4,1,1
57,81155,1,1,42,1,2,1
53,106899,1,1,42,1,2,1
57,4048,1,1,43,5,2,1
17,0,1,7,36,7,2,1
12,0,1,0,0,7,2,1
11,0,1,0,0,7,2,1
71,200851,0,1,46,5,1,1
73,4459,1,5,39,5,2,1
85,1755,1,5,39,4,2,1
49,16800,0,6,39,5,1,1
71,22563,0,5,36,4,1,1
53,15672,1,6,40,5,2,1
9,0,1,0,0,7,2,1
68,15324,0,6,37,5,2,1
52,80002,0,1,45,7,2,1
52,45000,1,1,40,5,2,1
23,0,1,7,41,5,2,1
18,0,1,7,40,7,2,1
37,115500,0,1,44,7,2,1
55,110324,1,1,43,1,1,1
57,187503,1,1,44,1,1,1
42,52000,1,1,43,7,2,1
8,0,1,0,0,7,2,1
8,0,1,0,0,7,2,1
80,10800,1,5,43,1,2,1
75,10000,1,5,43,1,2,1
70,23971,1,5,43,1,2,1
80,51979,1,5,45,1,2,1
32,30400,1,1,43,7,2,1
7,0,1,0,0,7,2,1
1,0,1,0,0,7,2,1
26,55600,1,1,39,7,2,1
6,0,1,0,0,7,2,1
5,0,1,0,0,7,2,1
60,20256,0,6,41,5,1,1
62,30276,1,5,39,1,1,2
59,1501,1,5,39,1,1,1
43,160600,1,1,44,1,2,1
53,41605,1,1,43,1,2,1
23,6000,1,1,40,7,2,1
33,54300,1,1,39,1,2,1
38,37000,1,1,40,1,2,2
16,0,1,7,35,7,2,1
13,0,1,0,0,7,2,1
5,0,1,0,0,7,2,1
2,0,1,0,0,7,2,1
76,19801,1,5,39,1,1,1
79,1501,1,5,39,1,1,1
55,56257,1,5,39,7,1,1
39,0,1,7,39,1,1,2
39,0,1,7,39,1,1,2
16,0,1,7,37,7,1,1
9,0,1,0,0,7,1,1
65,11328,1,6,39,7,2,1
66,14244,1,6,39,7,2,1
65,20310,0,5,43,7,2,1
23,17000,1,4,39,7,2,1
3,0,1,0,0,7,2,1
60,64210,1,1,39,1,2,1
60,12005,1,6,40,1,2,1
69,14375,0,5,39,5,2,1
37,19979,0,6,39,7,2,1
43,18999,0,1,39,5,2,1
47,325041,1,1,43,1,2,1
51,60005,1,1,39,1,2,1
8,0,1,0,0,7,2,1
64,17000,1,1,46,5,2,1
63,11760,1,6,39,7,2,1
39,17007,1,2,38,1,1,1
33,220210,1,1,43,1,1,1
17,0,1,7,37,7,1,1
8,0,1,0,0,7,1,1
6,0,1,0,0,7,1,1
63,450001,0,1,44,5,2,1
68,23580,1,6,36,7,2,1
50,60000,1,1,39,7,2,1
46,0,1,6,39,7,2,1
30,49000,1,1,43,7,2,1
27,53100,1,4,36,7,1,2
3,0,1,0,0,7,1,1
1,0,1,0,0,7,1,1
27,12000,0,1,39,7,1,1
75,45600,1,5,39,1,1,1
75,0,1,5,39,1,1,1
67,20160,1,5,37,1,2,1
65,12000,1,6,39,1,2,1
69,18000,1,5,37,4,1,1
51,11016,1,6,37,5,1,1
75,25032,0,5,39,5,1,1
85,17736,0,5,38,5,2,1
65,65000,0,1,40,5,1,1
62,40000,1,5,39,5,2,1
85,12000,1,5,39,4,2,1
76,16380,1,5,36,7,2,1
13,0,1,0,0,7,2,1
5,0,1,0,0,7,2,1
79,16919,0,5,37,4,1,1
69,38002,1,1,39,1,1,1
71,21585,1,1,40,1,1,1
56,64206,1,5,39,7,1,1
85,20400,1,5,32,4,1,1
73,12779,1,6,35,1,1,1
72,6419,1,6,36,1,1,1
50,87680,1,2,40,1,1,1
49,10,1,6,39,1,1,1
69,3950,0,5,39,5,1,2
45,108000,1,1,43,1,1,1
36,25400,1,1,44,1,1,1
46,47000,1,1,40,6,1,1
16,600,1,7,35,7,6,1
60,1200,1,6,39,1,2,1
59,50000,1,1,40,1,2,1
20,0,1,7,39,7,2,2
46,62600,1,1,31,1,1,2
45,0,1,7,33,1,1,2
21,0,1,1,39,7,1,2
8,0,1,0,0,7,1,2
63,15716,1,6,40,6,1,1
15,0,1,7,34,7,1,1
12,0,1,0,0,7,1,1
34,87001,1,2,43,1,1,1
41,2001,1,7,43,1,1,1
6,0,1,0,0,7,1,1
5,0,1,0,0,7,1,1
4,0,1,0,0,7,1,1
80,27232,0,5,39,4,2,1
53,51410,1,1,42,7,1,1
25,43500,2,1,39,7,1,1
2,0,2,0,0,7,1,1
61,0,0,7,44,7,1,2
52,0,0,7,40,7,4,2
64,75105,0,5,39,4,1,1
60,450,1,5,39,1,1,2
69,22800,1,5,39,1,1,1
61,19200,0,6,39,7,2,1
24,49060,1,3,36,7,3,1
4,0,1,0,0,7,3,1
0,0,1,0,0,7,3,1
58,432,1,6,40,1,1,1
55,14400,1,6,44,1,1,1
39,31000,1,1,40,7,2,1
13,0,1,0,0,7,2,1
46,13200,1,6,40,7,2,1
17,0,1,7,36,7,2,1
45,0,1,6,37,7,2,1
12,0,1,0,0,7,2,1
49,0,0,7,38,5,2,2
60,22872,1,5,36,1,1,1
60,24012,1,1,39,1,1,1
78,32087,0,5,40,7,1,1
35,30000,1,1,39,7,2,2
7,0,1,0,0,7,2,1
65,42114,1,5,39,1,1,1
59,74405,1,1,39,1,1,1
22,10,1,6,39,7,1,1
19,0,1,7,39,7,1,1
80,145800,1,4,39,1,1,1
65,11076,1,5,42,1,1,1
60,45036,1,1,40,1,1,1
57,50012,1,1,40,1,1,1
19,42000,1,1,39,7,1,2
18,1,1,7,37,7,1,1
52,110001,2,1,40,1,1,1
49,25001,2,1,42,1,1,1
16,1,2,7,36,7,1,1
10,0,2,0,0,7,1,1
50,69003,1,1,40,1,1,1
52,84503,1,1,39,1,1,1
78,17352,0,5,41,4,1,1
38,0,0,3,39,7,2,2
35,52000,0,1,39,7,2,1
51,18000,0,1,39,5,2,2
42,92402,1,1,44,1,1,1
42,81002,1,1,39,1,1,1
16,0,1,7,36,7,1,1
68,651100,1,1,39,1,1,1
68,123756,1,1,39,1,1,1
47,3453,1,1,41,1,1,1
42,120002,1,1,43,1,1,1
13,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
30,41561,1,7,39,7,2,1
16,0,1,7,34,7,6,1
14,0,1,0,0,7,6,1
11,0,1,0,0,7,6,1
32,34020,0,1,39,7,6,1
20,14000,1,1,39,7,2,1
57,50151,2,1,39,1,2,1
45,36104,2,1,41,1,2,1
68,16945,1,5,39,1,1,1
62,23424,1,5,39,1,1,1
35,98001,1,1,43,7,3,1
17,0,1,7,36,7,3,1
11,0,1,0,0,7,3,1
10,0,1,0,0,7,3,1
52,1,0,7,42,5,4,1
57,76002,0,1,43,5,2,1
49,160020,1,1,44,1,1,1
47,60020,1,1,44,1,1,1
21,0,1,7,40,7,1,1
17,0,1,7,38,7,1,1
39,36400,1,1,41,7,2,1
15,0,1,7,36,7,2,1
10,0,1,0,0,7,2,1
7,0,1,0,0,7,2,1
34,131585,1,1,41,1,1,1
32,116055,1,1,43,1,1,1
2,0,1,0,0,7,1,1
36,64500,1,1,41,1,1,1
36,58006,1,1,44,1,1,1
14,0,1,0,0,7,1,1
8,0,1,0,0,7,1,1
5,0,1,0,0,7,1,1
74,14280,1,1,37,1,1,1
73,14402,1,1,39,1,7,1
32,56100,1,1,41,1,1,1
32,125100,1,1,46,1,1,1
5,0,1,0,0,7,1,1
0,0,1,0,0,7,1,1
33,30401,1,1,39,1,1,1
32,98007,1,1,40,1,1,1
15,0,1,7,35,7,1,1
11,0,1,0,0,7,1,1
69,1128,1,6,39,5,2,1
16,0,1,7,35,7,2,1
15,0,1,7,34,7,2,1
29,40000,1,1,35,7,2,1
12,0,1,0,0,7,2,1
9,0,1,0,0,7,2,1
7,0,1,0,0,7,2,1
5,0,1,0,0,7,2,1
30,52001,1,4,40,7,1,1
6,0,1,0,0,7,1,1
26,66610,1,1,43,1,1,1
29,85102,1,1,41,1,1,1
1,0,1,0,0,7,1,1
28,0,1,7,40,7,1,1
9,0,1,0,0,7,1,1
5,0,1,0,0,7,1,1
0,0,1,0,0,7,1,1
31,0,1,4,39,1,1,1
30,28000,1,1,39,1,1,1
10,0,1,0,0,7,1,1
6,0,1,0,0,7,1,1
5,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
65,16532,1,1,36,4,1,1
37,15000,1,1,37,7,2,2
16,0,1,7,37,7,2,1
13,0,1,0,0,7,2,1
11,0,1,0,0,7,2,1
37,11668,0,1,38,7,2,1
75,24012,1,5,42,1,2,1
80,20,1,5,43,1,2,1
47,8,1,1,44,7,2,1
26,40,1,7,43,7,2,1
62,37001,1,1,40,5,1,1
25,34,1,7,40,7,1,1
22,34,1,1,40,7,1,1
20,899,1,7,39,7,1,1
53,10507,0,4,35,7,1,2
56,90020,1,1,39,1,1,1
57,63020,1,1,43,1,1,1
32,45020,1,1,40,3,1,1
37,68002,1,1,41,1,1,1
32,137001,1,1,44,1,1,1
3,0,1,0,0,7,1,1
34,75520,0,1,43,7,1,1
64,22519,1,5,40,1,2,1
63,20748,1,5,40,1,2,1
18,17819,1,1,39,7,2,1
57,16813,0,5,39,5,1,1
31,93721,1,1,43,1,1,1
31,54920,1,1,43,1,1,1
4,0,1,0,0,7,1,1
1,0,1,0,0,7,1,1
1,0,1,0,0,7,1,1
38,44539,1,1,39,7,2,1
16,0,1,7,36,7,2,1
15,0,1,7,35,7,2,1
11,0,1,0,0,7,2,1
7,0,1,0,0,7,2,1
77,39480,0,5,40,4,1,1
72,7,0,5,43,4,2,1
31,50201,0,1,42,7,1,1
37,150220,0,1,39,7,1,1
37,26356,1,1,40,7,2,1
6,0,1,0,0,7,2,1
47,250,1,1,42,2,1,1
44,62412,1,0,42,1,1,1
64,40001,1,1,43,1,1,1
63,30202,1,1,39,1,1,1
9,0,1,0,0,7,1,1
8,0,1,0,0,7,1,1
56,49010,0,1,39,7,2,1
59,0,1,5,39,2,1,1
62,0,1,0,39,1,1,1
38,93513,1,1,42,1,2,1
46,100080,1,1,43,1,2,1
10,0,1,0,0,7,2,1
36,0,1,7,40,2,1,1
32,0,1,0,39,1,1,1
6,0,1,0,0,7,1,1
0,0,1,0,0,7,1,1
62,28803,2,7,43,1,1,1
60,3,2,7,41,1,1,1
60,21372,0,5,43,4,2,1
40,300,1,7,41,1,1,2
37,38500,1,1,40,1,4,1
20,4800,1,1,42,7,1,1
5,0,1,0,0,7,8,1
45,130000,0,7,40,6,1,1
54,75000,2,1,39,5,1,1
11,0,2,0,0,7,1,1
38,70000,1,1,44,5,2,1
12,0,1,0,0,7,2,1
6,0,1,0,0,7,2,1
54,8978,0,6,39,5,1,1
21,2498,0,6,40,7,2,1
38,53217,0,6,40,7,2,1
36,10,1,6,40,1,2,1
63,27912,1,1,39,1,2,1
22,0,1,7,39,7,2,1
21,0,1,7,40,7,2,1
18,0,1,7,39,7,2,1
15,0,1,7,34,7,2,1
33,8088,0,6,39,7,2,1
35,9276,0,6,39,7,2,1
31,39000,0,1,42,7,2,1
61,9600,0,6,37,7,2,1
63,21539,0,1,40,7,2,1
43,45010,0,1,43,7,7,1
44,218703,0,1,42,5,2,1
32,50625,1,1,39,1,1,1
33,25000,1,1,43,1,1,1
12,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
0,0,1,0,0,7,1,1
39,30000,1,1,39,7,1,1
51,95033,1,1,43,1,2,1
53,30033,1,1,40,1,2,1
85,8013,0,5,39,4,1,1
80,39624,0,5,41,4,1,1
48,0,1,7,42,1,1,1
52,100550,1,1,39,1,1,1
14,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
77,0,0,4,36,5,2,1
36,91850,1,1,43,1,1,1
32,56351,1,1,44,1,1,1
3,0,1,0,0,7,1,1
1,0,1,0,0,7,1,1
67,7200,1,6,39,1,2,1
61,25800,1,1,39,1,2,1
17,13716,1,6,39,7,2,1
77,45610,1,5,43,1,1,1
75,50011,1,5,43,1,1,1
32,60022,0,1,44,7,1,1
31,36750,1,1,44,7,2,1
4,0,1,0,0,7,2,1
34,78700,0,1,40,7,2,1
41,60007,0,1,40,7,2,1
39,220000,1,1,40,1,2,1
38,0,1,7,39,1,1,1
0,0,1,0,0,7,6,1
59,20001,1,1,40,1,1,1
62,36405,1,1,43,1,2,1
50,82008,1,4,39,1,2,1
54,21001,1,1,39,1,2,1
13,0,1,0,0,7,2,1
67,10800,0,5,45,7,1,1
64,0,1,5,43,1,1,1
80,10085,1,5,43,1,1,1
80,12840,1,5,40,4,2,1
47,65000,1,1,43,5,2,1
20,15000,1,1,40,7,2,1
28,45600,0,2,44,7,1,1
